kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,bentuk_bangunan,sumber_biaya,peruntukkan_lahan,kepemilikkan,pemberi_Wakaf,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Uswatun Hasanah,Jl. PGS II  Rt. 003/01,H. Umar,Wakaf,1958,Permanen,Swadaya Masa,SSI,Masyarakat,,60,100,155,"MT, RM"
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Baitul Rahim,Jl. Kp. Rawa Indah Rt. 002/03,Mansyur,Wakaf,1985,Permanen,Swadaya Masa,SSI,Masyarakat,,75,125,200,MT
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla AT-Taqwa,Jl. H. Ohyar Rt. 003/02,H. Achmad Basri,Hak Milik,1975,Permanen,Swadaya Masa,SSI,Masyarakat,,70,125,200,"TPA, MT"
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Darus Salam ,Jl. Kesadaran Rt. 001/09,H. Fatmela Anwar BA,Hak Pakai,1960,Permanen,Swadaya Masa,SSI,Masyarakat,,75,150,200,MT
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla P.Jayakarta,Jl. Kepu Rt. 001/01,Sapta,Wakaf,1981,Permanen,Swadaya Masa,SSI,Masyarakat,,100,150,200,"MT, Lainnya"
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla AN-Nur,Jl. H. Ohyar Rt. 005/02,Trimo,Wakaf,1983,Permanen,Swadaya Masa,SSI,Masyarakat,,150,300,250,"MT, RM"
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja Tiberias,Jl. Boulevur PN 1/7,Icha Andi,Wakaf,1993,Permanen,Swadaya Masa,SSI,Masyarakat,,400,352,412,Lainnya
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Al-Mukmin,Jl.  BangunanCipta Sarana Raya  A.16,H. Ahmad Sugiyanto,Hak Milik,1988,Semi Permanen,Swadaya Masa,SSI,Masyarakat,,450,410,479,"MT, Lainnya"
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Al-Huda,Jl. Musik Raya Blok Z No. 2,Ustad Sayuti,Wakaf,1980,Permanen,Swadaya Masa,SSI,Masyarakat,,1500,500,2000,"TPA, MT, RM "
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid AT-Takwa,Jl. Mandor Unang RT003/03,H.Usman,Wakaf,1979,Semi Permanen,Swadaya Masa,SSI,Wakaf,,500,525,740,"MT, RM"
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Vihara Therwada Budha Sasana,Jl. Nias Timur Rw. 18,Tjendra Weitono,Wakaf,1996,Permanen,Swadaya Masa,SSI,Pemda DKI,,400,600,4000,Lainnya
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Al-Wastho,Jl.KP Pulau Gadung RT006/05,Salim Abdulah,Hak Milik,1988,Permanen,Swadaya Masa,SSI,Masyarakat,,525,650,715,"MT, RM"
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Hidayaturrohmah,Rt.001/04,H. Aman HM,Wakaf,1990,Permanen,Swadaya Masa,SSI,Masyarakat,,1500,800,2200,"MT, RM, Lainnya"
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Al Ikhlas,Jl. GM Barat,Afrizon,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Raudhatul Jannah,TPI Rw. 19,Arta Dharmadi,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla At Toyiba,Rt. 01/ 22,Caryono,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Ikhlas,Jl.Griya Pratama VII,Dahsamar,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Darul Ulum,Jl. Kompi Udin,"Drs. Agus Muslim, S.Ag",,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Misbach,Rt. 005/05,Edy Sumarna,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Uraini,Jl. PGS II Rt. 02/01,H. Agus,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Ar Raudah,Jl. Kelapa Lilin Timur NH 14/1a,H. Agus Erwin,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Wusto,Rt. 006/05,H. Aman HM,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Barkah,Jl. Haji Oyar Rt.003/02,H. Maksum,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Al Ikhlas,Rt. 005/13,H. Nurhuda,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Ar Rohman,Jl. Haji Oyar Rt.003/2,H. Omar,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Burhania,Jl. PGS II Rt.05/01,H. Rojali,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla H. Sukirman,Jl. M Oyar,H. Sukirman,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Hikmah,Rt.004/05,H. Syarif H,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla As Salam,Jl. Kepu Rt. 001/01,H.Udin Damiri,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Viharra Budha,Jl. Kelapa Nias PE 2/16,Hasan Gunawan,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Baitul Ilmi,Jl.Kepu Rt. 001/01,Hj. Falahyati,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Mansyuriah,Rt. 006/05,HM. Zein,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Mujahidin,Rt. 002/ 05,Jumena,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Ikhlas,Jl. Haji Oyar ,Khairudin,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Al Ikhlas,Jl. Kampung Rawa Indah Rt. 001/03,Komar,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja Pante Kosta,Jl. Pdk. Gading Utama Blok M/1,Lucy Gon,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Makbulalah,Jl. PGS II Rt. 04/01,Mukhlis,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Amin,Jl. Pegangsaan 2 rt. 006/02,Mulyadi,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Miftahul Jannah,Rt. 003/05,Nasrudin,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,GBI Mawar Sharon,Jl. Hibrida Timur,Pdt. Jacob Nahuaway,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja Kristus Rahmani Indonesia,Jl. Kelapa Puan Timur NE 3/21,Pdt. Jonathan,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,GBI Aberta Ministry,Jl. Royal G Square Blok R 6,Pdt. Kurniawan D,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja GKI Agape,Jl. Nias Raya,Pdt. Maria Manopo,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja Gereja Kristen Ind. Gading Indah,Jl. Gading Indah III NF 1/20,"Pdt. Sthira, BP",,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja ST Andreas KiMTae Gon,Jl. Puspa Gading Blok H.2/1,Pdt. Tony Paul Gaspresz,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Al Ihsan,Jl. Al Ihsan,Proyono,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Darul Ilmi,Jl. Kepu Rt. 001/01,Sahroni,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Hidayah,Jl.Kepu Rt. 001/01,Sugiono,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja Dom of Tiberias,Jl. Terusan Gedung Timur B IV/88,Y Pariaji,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Masjid Al Bahriyah,Jl. Kampung Rawa Indah Rt. 001/03,,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Jami At Taqwa,Kampung Rawa Indah Rt. 001/ 03,,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Musholla Al Mu'minah,Kampung Rawa Indah Rt. 001/ 03,,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja Jamaat Allah,Jl. Gading Ayu I RA 12/1,,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Gereja Protestan,Jl. Hibrida PE 10/S,,,,,,,,,,,,
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,Vihara,Jl. Boulevard PN 1/22,,,,,,,,,,,,
Jakarta Utara,Koja,,Masjid Nurhidayah,Jl. Alur Laut Gg. ZZ Rt.001/05,,,,,,,,,,,,
Jakarta Utara,Koja,,Masjid Al Barokah,Jl. K I Rt. 007/04,,,,,,,,,,,,
Jakarta Utara,Koja,,Masjid Darul Ilmi,Jl. Bendungan Melayu Rt. 004/01,,,,,,,,,,,,
Jakarta Utara,Koja,,Masjid Al Amin,Jl. Bendungan Melayu Rt. 011/01,,,,,,,,,,,,
Jakarta Utara,Koja,,Masjid Al Hafidzin,Jl. K 2 Rt. 008/05,,,,,,,,,,,,
Jakarta Utara,Koja,,Musholla Al-Amin,Jl. Rawa Badak Sel. Rt. .003/01,Hamzah,Wakaf,1967,Permanen,,,,,,70,77,
Jakarta Utara,Koja,,Musholla Al-Bariyah,Jl. Rawa Badak Sel. Rt. 011/16,Alip,Wakaf,1969,Permanen,,,,,,160,168,
Jakarta Utara,Koja,,Musholla Al-Barokah,Jl. Plumpung B Rt. 007/15,Wintoro,Wakaf,1988,Permanen,,,,,,160,161,
Jakarta Utara,Koja,,Musholla Al-Hafidin,Jl. Plumpung B Rt. 003/20,Junaman,Wakaf,1972,Permanen,,,,,,50,50,
Jakarta Utara,Koja,,Musholla Al-Hikmah,Jl. Rawa Badak Sel. Rt. 011/09,M. Busro,Wakaf,1970,Permanen,,,,,,70,72,
Jakarta Utara,Koja,,Musholla Al-Kautsar,Jl. Rawa Badak Sel. Rt. 008/16,Parjo,Wakaf,,Permanen,,,,,,40,44,
Jakarta Utara,Koja,,Musholla Al-Maidah,Kp. Walang Rt. 007,Safe'i,,1981,Permanen,,,,,,54,100,
Jakarta Utara,Koja,,Musholla Al-Mujahidin,Komp. BPP Rt. 010,Abd. Rahman,,1971,Permanen,,,,,,100,200,
Jakarta Utara,Koja,,Musholla An-Nasuha,Jl. Bend. Melayu Rt. 002,H. Hasibuan,Wakaf,1980,Permanen,,,,,,60,75,
Jakarta Utara,Koja,,Musholla An-Nur,Jl. Sunter II,Abd. Khaer,,1981,Permanen,,,,,,30,30,
Jakarta Utara,Koja,,Musholla Baitur Rohman,Jl. Bend. Melayu Rt. 007,Yunas,Wakaf,1984,Permanen,,,,,,60,200,
Jakarta Utara,Koja,,Musholla Darul Ilmiyah,Jl. Bend. Melayu Rt. 004,H. Siming,Wakaf,1982,Permanen,,,,,,54,195,
Jakarta Utara,Koja,,Musholla Darur Rohmah,Kp. Walang Rt. 010,H. Hasan,,1981,Permanen,,,,,,60,700,
Jakarta Utara,Koja,,Musholla Miftahul Huda,Jl. Plumpung B Rt. 010,H. Khusen,,1972,Permanen,,,,,,80,120,
Jakarta Utara,Koja,,Musholla Nurul Huda,Jl. Bend. Melayu Rt. 002,M. Sukanta,Wakaf,1972,Permanen,,,,,,42,42,
Jakarta Utara,Koja,,Musholla Nurul Iman,Jl. Bend. Melayu Rt. 005,Slamet,,1972,Permanen,,,,,,48,64,
Jakarta Utara,Koja,,Musholla Toufiqil Anam,Jl. Plumpung B Rt. 010,Sahaji,Wakaf,1980,Permanen,,,,,,60,78,
Jakarta Utara,Koja,Koja,Musholla Al-Muttaqin,Lr. 21/15 Rt. 010/01,Supardi,Wakaf,1970,Permanen,,,,,,19,19,
Jakarta Utara,Koja,Koja,Musholla Cikijang II,Jl. Cikijang III Rt. 003/01,H. Sulaiman,,1972,Permanen,,,,,,24,24,
Jakarta Utara,Koja,Koja,Musholla Al-Amanah,Lr. 21/15 Rt. 002/07,Juanda,Wakaf,1972,Permanen,,,,,,28,28,
Jakarta Utara,Koja,Koja,Musholla Cikijang II,Jl. Cikijang I Rt. 001/11,Nata,,1968,Permanen,,,,,,30,30,
Jakarta Utara,Koja,Koja,Musholla Muqorrobin,Lr. 21/18,Minaseh,Wakaf,1971,Permanen,,,,,,30,30,
Jakarta Utara,Koja,Koja,Musholla Al-Inayah,Lr. 20/07 Rt. 007/06,Munir,Wakaf,1973,Permanen,,,,,,31,31,
Jakarta Utara,Koja,Koja,Musholla An-Nasuha,Lr. 100/47 Rt. 009/01,Harun,Wakaf,1968,Permanen,,,,,,32,32,
Jakarta Utara,Koja,Koja,Musholla Al-Jana'ah,Lr. 20/18 Rt. 010/06,Hamid,Wakaf,1940,Permanen,,,,,,32,32,
Jakarta Utara,Koja,Koja,Musholla As-Saadah,Lr.I (IV) II Rt. 002/05,Ma'ruf,Wakaf,1978,Permanen,,,,,,35,35,
Jakarta Utara,Koja,Koja,Musholla Baitul Huda,Lr. 27/36 Rt. 006/08,Sulyanto,Wakaf,1978,Permanen,,,,,,35,35,
Jakarta Utara,Koja,Koja,Musholla Jamiatul Saadah,Lr. 19/06 Rt. 005/06,H. Agus,Wakaf,1968,Permanen,,,,,,35,35,
Jakarta Utara,Koja,Koja,Musholla Baitur Rohim,Lr. 27/10 Rt. 006/03,Oemar,Wakaf,1968,Permanen,,,,,,35,35,
Jakarta Utara,Koja,Koja,Musholla At-Taubah,Lr. 103/69A Rt. 009/01,H. Bambang,,1971,Permanen,,,,,,36,36,
Jakarta Utara,Koja,Koja,Musholla Ar-Rohmah,Lr. 100/52 Rt. 003/02,Tarli,Wakaf,1969,Permanen,,,,,,36,36,
Jakarta Utara,Koja,Koja,Musholla Al-Muttaqin,Lr. Y Timur /39 Rt. 008/01,Tata,,1976,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Koja,Musholla Ar-Ridho,Lr. Z Timur /16 Rt. 002,Abdullah,,1975,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Koja,Musholla Al-Furqon,Lr. O/23 Rt. 007/05,Abriki,Wakaf,1975,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Koja,Musholla Nurul Falah,Jl. Sindang /15 Rt. 005/09,H. Mansur,Wakaf,1971,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Koja,Musholla Ar-Rohaniyah,Lr. O/13 Rt. 010/05,Waluyo,Wakaf,1920,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Koja,Musholla Babul Haer,Jl. Cipeucang III Rt. 006/12,H. Madaute,Wakaf,1984,Permanen,,,,,,45,45,
Jakarta Utara,Koja,Koja,Musholla Mawal Ubad,Jl. Sindang Rt. 011/09,Aman,Wakaf,1959,Permanen,,,,,,45,45,
Jakarta Utara,Koja,Koja,Musholla Al-Amin,Jl. Cipeucang I Rt. 001/12,Sadikin,,1967,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Koja,Musholla Bachrul Magfiroh,Lr. Y Timur /10 Rt. 006/01,M. M. Harja,,1946,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Koja,Musholla Baitul Muslimin,Jl. Cipeucang V Rt. 011/01,Harun,Wakaf,1981,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Koja,Musholla Al-Hidayah,Lr. T/22 Rt. 007/22,Awaludin,Wakaf,1973,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Koja,Musholla Nurul Huda,Lr. 26/12 Rt. 004/03,H. Khaeruddin,Wakaf,1971,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Koja,Musholla Tanbihul Ghofilin,Jl. Sindang /7 Rt. 001/09,H. Rodil. D,Wakaf,1970,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Koja,Musholla Al-Barokah,Lr. 20/15 Rt. 008/06,H. Sueb,Wakaf,1970,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Koja,Musholla Aurat Baiqatus Soleh,Rt. 004/13,H. Jumadi,Wakaf,1969,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Koja,Musholla Raudhatul Jannah,Jl. Cipeucang IV Rt. 008/12,Ahmad,Wakaf,1974,Permanen,,,,,,49,49,
Jakarta Utara,Koja,Koja,Musholla Baitur Rochim,Lr. Z Timur /25 Rt. 003/01,Asmun,,1969,Permanen,,,,,,50,50,
Jakarta Utara,Koja,Koja,Musholla Al-Muhidin,Jl. Cipeucang I Rt. 002/12,Sunarto,Wakaf,1965,Permanen,,,,,,50,50,
Jakarta Utara,Koja,Koja,Musholla Miftahul Jannah,Lr. 23/3 Rt. 007/07,H. Husin,Wakaf,1956,Permanen,,,,,,50,50,
Jakarta Utara,Koja,Koja,Musholla As-Syakirin,Lr. H III/II Rt. 002/04,Abdullah,Wakaf,1979,Permanen,,,,,,52,52,
Jakarta Utara,Koja,Koja,Musholla Ariatu Badiah,Lr. T Rt. 009/05,H. Munir,Wakaf,1970,Permanen,,,,,,53,53,
Jakarta Utara,Koja,Koja,Musholla Al-Istiqomah,Lr. 19/16 Rt. 002/06,Marzuki,Wakaf,1953,Permanen,,,,,,54,54,
Jakarta Utara,Koja,Koja,Musholla An-Nurudin,Jl. Cipeucang II/50 Rt. 005/01,A. Quraisy,Wakaf,1979,Permanen,,,,,,58,58,
Jakarta Utara,Koja,Koja,Musholla Raudhatul Khaer,Jl. Cipeucang III Rt. 005/12,Ahmad,Wakaf,1970,Permanen,,,,,,60,60,
Jakarta Utara,Koja,Koja,Musholla Nurul Iman,Jl. Cipeucang IV Rt. 009/12,Suherman,Wakaf,1969,Permanen,,,,,,60,60,
Jakarta Utara,Koja,Koja,Musholla At-Taqwim,Lr. X/13 Rt. 013/01,H. Manajai,Wakaf,1973,Permanen,,,,,,63,63,
Jakarta Utara,Koja,Koja,Musholla Al-Maghfiroh,Lr. 100/970 Rt. 004/10,Hidayat,Wakaf,1969,Permanen,,,,,,70,70,
Jakarta Utara,Koja,Koja,Musholla As-Saadah,Lr. 22/15 Rt. 006/07,Tatan,Wakaf,1969,Permanen,,,,,,70,70,
Jakarta Utara,Koja,Koja,Musholla Baitus Salam,Lr. Raya Pel. Rt. 010/06,Hanafi,Wakaf,1965,Permanen,,,,,,70,70,
Jakarta Utara,Koja,Koja,Musholla Nurul Fadhila,Lr. F I/7 Rt. 007/04,Naryani,Wakaf,1938,Permanen,,,,,,70,70,
Jakarta Utara,Koja,Koja,Musholla Al-Hidayah,Lr. 22/15 Rt. 005/07,Sukarma,Wakaf,1973,Permanen,,,,,,75,75,
Jakarta Utara,Koja,Koja,Musholla Roudhatul Jannah,Lr. 23/20 Rt. 010/07,Abd. Rahman,Wakaf,1969,Permanen,,,,,,75,75,
Jakarta Utara,Koja,Koja,Musholla Al-Hikmah,Jl. Cipeucang V/50 Rt. 005/01,Idris,Wakaf,1969,Permanen,,,,,,80,80,
Jakarta Utara,Koja,Koja,Musholla Nurul Iman,Jl. Sindang /8 Rt. 003/09,Subli,Wakaf,1972,Permanen,,,,,,84,84,
Jakarta Utara,Koja,Koja,Musholla Al-Muhajirin,Lr. 23/14 Rt. 010/07,M. Nur,Wakaf,1970,Permanen,,,,,,84,84,
Jakarta Utara,Koja,Koja,Musholla Darul Arqom,Lr. 28/19 Rt. 009/03,Sukatma,Wakaf,1969,Permanen,,,,,,112,112,
Jakarta Utara,Koja,Koja,Musholla Nurul Ichsan,Lr. 26/28 Rt. 004/08,Madsuri,Wakaf,1979,Permanen,,,,,,120,120,
Jakarta Utara,Koja,Koja,Musholla Al-Barokah,Jl. Cipeucang Rt. 003/13,Abd. Rahman,Wakaf,1966,Permanen,,,,,,169,150,
Jakarta Utara,Koja,Koja,Musholla Nurul Islam,Jl. Cipeucang II Rt. 004/12,H. Subekti,Wakaf,1973,Permanen,,,,,,188,188,
Jakarta Utara,Koja,Koja,Masjid Jami Arafah,Jl. Lorong Y  No. 8 Rt. 006/01,H. Bambang Heriyanto. SH,Negara,1997,Permanen,,,,,,200,200,
Jakarta Utara,Koja,Koja,Masjid Syiar Islam,Jl. Cipeucang III/35 Rt. 007/13,HA. Syaukuni,Negara,1967,Permanen,,,,,,212,212,
Jakarta Utara,Koja,Koja,Masjid Al-Mutaqarrabien,Jl. Sindang Pulo LR. M No. 305Rt. 013/09,Somudi,Hak Milik,1973,Permanen,,,,,,236,236,
Jakarta Utara,Koja,Koja,Masjid Nur Fadhilah,Jl. Cikijang IV No. 22-23 Rt. 006/11,H. Slamet,Hak Milik,1972,Permanen,,,,,,250,250,
Jakarta Utara,Koja,Koja,Masjid Al-Muttaqien,Jl. Lorong 2/25 Rt. 005/04,H. Alwi,Negara,1978,Permanen,,,,,,375,375,
Jakarta Utara,Koja,Koja,Masjid Hizbullah,Jl. Cipeucang IV/50 Rt. 011,Ara Sukmara,Negara,1967,Permanen,,,,,,375,375,
Jakarta Utara,Koja,Koja,Masjid Baitul Ma'mur,Jl. Raya Pelabuhan Gg. 5 Rt. 010/05,Amiruddin. D,Negara,1964,Permanen,,,,,,375,375,
Jakarta Utara,Koja,Koja,Masjid Al-Muhtarom,Jl. Yos Sudarso Lorong Fort Rt. 002/10,H. Sulaiman ,Hak Milik,1963,Permanen,,,,,,400,400,
Jakarta Utara,Koja,Koja,Masjid Ad-Da'wah,Jl. Lorong 103/56 Rt. 009/02,H. Muchlis Sawuan,Negara,1973,Permanen,,,,,,753,753,
Jakarta Utara,Koja,Koja,Masjid At Tauhid,Jl. Dobo No. 01,M. Syafe'i,Negara,1918,Permanen,,,,,,1670,1670,
Jakarta Utara,Koja,Koja,Vihara Kuil,Jl. R. Pelabuhan,Ming Kew,,,,,,,,,,,
Jakarta Utara,Koja,Koja,Gereja Petra,Jl. Jemp. Rt. 012/07,Pdt. Nessak,,,,Swadaya Masa,,,,,,,
Jakarta Utara,Koja,Koja,Masjid Daarul Arqom,Jl. Deli Lorong 28 Rt. 009.03,,,,,,,,,,,,
Jakarta Utara,Koja,Koja,Masjid Al Mukhlisin,Jl. Cipeucang II No. 6 Rt. 004/12,,,,,,,,,,,,
Jakarta Utara,Koja,Lagoa,Musholla Baitul Muslimin,Blok A Gg. I Rt. 003/03,Kuraisin,Wakaf,1972,Permanen,,,,,,20,20,
Jakarta Utara,Koja,Lagoa,Musholla Baitul Huda,Rt. 001/04,Alwi,Wakaf,1974,Permanen,,,,,,30,30,
Jakarta Utara,Koja,Lagoa,Musholla Ansurullah,Jl. Blok M Rt. 011/07,Jamil,Wakaf,1973,Permanen,,,,,,30,30,
Jakarta Utara,Koja,Lagoa,Musholla Uswatun Hasanah,Blok B Gg. I Rt. 003/16,M. Zen,Wakaf,1965,Permanen,,,,,,30,30,
Jakarta Utara,Koja,Lagoa,Musholla Nurul Iman,Rt. 002/13,H. Watta,Wakaf,1979,Permanen,,,,,,35,35,
Jakarta Utara,Koja,Lagoa,Musholla Miftahul Wasliyah,Blok B Rt. 004/14,Hasan,Wakaf,1975,Permanen,,,,,,35,35,
Jakarta Utara,Koja,Lagoa,Musholla Al-Amanah,Jl. Menteng Blok L,Tazan,Wakaf,1969,Permanen,,,,,,35,35,
Jakarta Utara,Koja,Lagoa,Musholla At-Taubah,Jl. Menteng Trs Rt. 002/07,A. Baharudin,Wakaf,1979,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Lagoa,Musholla Asa Kinah,Jl. Pinang Rt. 008/06,Nasrib,Wakaf,1978,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Lagoa,Musholla Al-Hidayah,Jl. Blok M Rt. 006/07,Muhtar,Wakaf,1977,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Lagoa,Musholla Nurul Islam,Blok A Gg. V Rt. 010/09,M. Kasim,Wakaf,1966,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Lagoa,Musholla Jamiatul Ibadah,Jl. Lagoa Trs. Rt. 004/01,A. Syarifudin,Wakaf,,Permanen,,,,,,40,40,
Jakarta Utara,Koja,Lagoa,Musholla Al-Ikhsan,Gg. II Blok I Rt. 004/06,Okat,Wakaf,1981,Permanen,,,,,,42,42,
Jakarta Utara,Koja,Lagoa,Musholla Tanbihul Ghofilin,Rt. 002/12,Komar,Wakaf,1979,Permanen,,,,,,45,45,
Jakarta Utara,Koja,Lagoa,Musholla Nurul Fajar,Jl. Lagoa Trs. Rt. 005/04,Basuni,Wakaf,1976,Permanen,,,,,,45,45,
Jakarta Utara,Koja,Lagoa,Musholla Assamsu Rohmania,Jl. Mawar Dalam Rt. 007/01,H. Tohir,Wakaf,1982,Permanen,,,,,,48,48,
Jakarta Utara,Koja,Lagoa,Musholla Amilus Shilihat,Jl. Rawa Badak Gg. IV Rt. 013/05,H. Nahar,Wakaf,1979,Permanen,,,,,,50,65,
Jakarta Utara,Koja,Lagoa,Musholla Baitur Rochim,Rt. 002/03,Jaeni,Wakaf,1979,Permanen,,,,,,50,50,
Jakarta Utara,Koja,Lagoa,Musholla Jamiatul Hidayat,Jl. Blok M Rt. 003/07,HA. Hasan,Wakaf,1974,Permanen,,,,,,50,50,
Jakarta Utara,Koja,Lagoa,Musholla Al-Muttaqin,Jl. Mindu Blok N Rt. 002/11,Muhayar,Wakaf,1967,Permanen,,,,,,50,50,
Jakarta Utara,Koja,Lagoa,Musholla Ichaenul Muslimin,Jl. Rawa Badak Gg. I/B Rt. 013/05,Cecep,Wakaf,1964,Permanen,,,,,,50,112,
Jakarta Utara,Koja,Lagoa,Musholla Nurul Rachmat,Jl. Maja Blok O Rt. 007/06,M. Zen,Wakaf,1963,Permanen,,,,,,50,72,
Jakarta Utara,Koja,Lagoa,Musholla Al-Mustafirin,Blok A Gg. III Rt. 007/09,M. Sariyan,Wakaf,1969,Permanen,,,,,,52,52,
Jakarta Utara,Koja,Lagoa,Musholla Nurul Fadihlah,Rt. 004/04,Drs. Bambang,Wakaf,1980,Permanen,,,,,,54,45,
Jakarta Utara,Koja,Lagoa,Musholla Al-Mustaqim,Blok A Gg. I Rt. 003/09,KH. Zarkone,Wakaf,1981,Permanen,,,,,,55,55,
Jakarta Utara,Koja,Lagoa,Musholla Al-Kautsar,Blok Y Jl. Mindi Rt. 014/08,Am. Sadin,Wakaf,1969,Permanen,,,,,,55,55,
Jakarta Utara,Koja,Lagoa,Musholla Al-Iman,Jl. Semangka Rt. 014/05,Aparki,Wakaf,1983,Permanen,,,,,,60,60,
Jakarta Utara,Koja,Lagoa,Musholla Safinatul Jannah,Jl. Rawa Badak Gg. I Rt. 001/05,H. Nur Hasan,Wakaf,1982,Permanen,,,,,,60,100,
